name,rating,average_price,average _delivery_time,location,cuisine,phone,features
7th Heaven Slice Of Happiness,4.3,100,31,Mangalore,"Fast Food, Bakery",+91 885-419-9703,"WiFi, Home Delivery, Parking, AC"
7th Heaven-Derebail,4,100,30,Mangalore,"Fast Food, Bakery",+91 984-950-8197,"AC, Outdoor Seating, Parking, Takeaway Available"
7th Sky,3.7,150,42,Patna,Bakery,+91 989-724-7386,"WiFi, Live Music, AC"
7ven 11ven Restaurant,4.3,250,27,Chandigarh,"North Indian, Fast Food, Biryani",+91 896-626-8477,"Outdoor Seating, Parking"
8 Momoz,4.1,200,29,Dehradun,"North Indian, Fast Food",+91 853-650-3590,"Outdoor Seating, AC"
8 The Pizza Stone,4.3,150,41,Ahmedabad,"North Indian, Fast Food, Biryani",+91 997-113-4573,"Takeaway Available, Live Music, Outdoor Seating"
80N Restaurant,3.6,100,42,Jaipur,"South Indian, North Indian, Fast Food, Street Food",+91 776-399-7302,"AC, Takeaway Available, Outdoor Seating"
812 CE - Courtyard By Marriott,3.9,150,42,Vadodara,"South Indian, North Indian",+91 750-798-6506,"Outdoor Seating, Parking, Home Delivery"
87 Cafe & Resto,3.4,100,47,Patna,"South Indian, North Indian, Fast Food, Street Food, Biryani",+91 905-988-1363,"Outdoor Seating, WiFi"
89 Mint Leaf,4.2,200,35,Lucknow,"North Indian, Biryani",+91 943-489-2020,"WiFi, Live Music, Outdoor Seating"
8th Day Cafe & Bakery,4.4,100,42,Kolkata,Bakery,+91 778-366-5148,"AC, Takeaway Available, WiFi"
8th Day Cafe & Bakery,4.4,200,57,Kolkata,Bakery,+91 995-679-6156,"Live Music, Home Delivery, Takeaway Available, AC"
9 Coins Cafe,4,100,35,Meerut,Fast Food,+91 758-337-1738,"WiFi, Takeaway Available, Outdoor Seating, Home Delivery"
9 PM Cafe,3.4,100,52,Kanpur,North Indian,+91 743-641-4390,"Home Delivery, Parking"
9 Shine,4.3,200,27,Jalandhar,Fast Food,+91 841-244-3091,"Home Delivery, Live Music"
9 Street Pizza,3.8,150,31,Gorakhpur,Multicuisine,+91 736-378-9501,"WiFi, Parking, Live Music, Outdoor Seating"
9 Tea's Cafe,3.5,150,28,Allahabad,"Fast Food, Street Food",+91 793-351-7972,"Outdoor Seating, Parking, WiFi"
9 To 9 Biryani & Street Food,4.2,250,28,Patna,"North Indian, Biryani",+91 965-787-6908,"Live Music, AC, Outdoor Seating, Home Delivery"
90's Cafe,4.2,100,32,Salem,Fast Food,+91 853-121-6709,"Home Delivery, Live Music, Parking"
90's Memories,3.8,40,38,Salem,Multicuisine,+91 809-889-3727,"Takeaway Available, WiFi"
90's Restaurant,4,350,21,Vijayawada,Biryani,+91 810-367-9426,"Parking, WiFi"
90's Restro,3.8,100,40,Jodhpur,"South Indian, North Indian, Fast Food",+91 975-749-1334,"Home Delivery, Outdoor Seating"
91 Kitchen,3.9,100,38,Surat,"North Indian, Fast Food",+91 743-722-5173,"Takeaway Available, AC, Home Delivery, Outdoor Seating"
9834 The Fruit Truck,4.1,200,21,Ahmedabad,Multicuisine,+91 844-456-5395,"AC, Outdoor Seating, Live Music"
9834 The Fruit Truck,4.5,150,17,Rajkot,Multicuisine,+91 818-628-8084,"AC, Parking, WiFi"
9834 The Fruit Window,4.2,100,15,Bhavnagar,Multicuisine,+91 942-320-4459,"WiFi, Live Music"
99 Biryani.Com,3.6,100,24,Nagpur,Biryani,+91 978-216-5729,"Outdoor Seating, AC, Parking, Takeaway Available"
99 Cakes,4.3,250,21,Mumbai,Multicuisine,+91 898-684-9523,"Takeaway Available, Home Delivery"
99 Cakes & Bakers,4,100,25,Bhavnagar,Bakery,+91 882-158-6964,"Takeaway Available, WiFi"
99 Chickens,4.3,150,42,Varanasi,"North Indian, Fast Food",+91 881-458-6684,"Home Delivery, WiFi, Parking"
99 Crispy Bazar,4,200,35,Cuttack,Fast Food,+91 759-685-5279,"Home Delivery, Parking, Live Music, Takeaway Available"
99 Dosa D'lite & Chaat Point,3.5,50,38,Gonda,"South Indian, North Indian, Street Food",+91 767-801-3213,"Outdoor Seating, Live Music, Takeaway Available, Parking"
99 Foodie Adda,4,50,27,Bikaner,Street Food,+91 738-645-3797,"WiFi, Takeaway Available, AC, Live Music"
99 Only,3.8,200,38,Guwahati,North Indian,+91 800-279-9032,"Takeaway Available, Live Music, AC"
99 Pancakes,4,150,32,Indore,Bakery,+91 856-829-7252,"Live Music, AC, Home Delivery"
99 Pancakes,4.2,100,23,Mumbai,Bakery,+91 861-917-9144,"Takeaway Available, Live Music, Home Delivery, WiFi"
99 Pancakes,4.2,100,41,Hyderabad,Bakery,+91 830-104-5006,"Takeaway Available, WiFi, AC, Live Music"
99 Pancakes,4.2,200,27,Raipur,Bakery,+91 918-914-9484,"Parking, WiFi, AC"
99 Pancakes,4.2,200,33,Surat,Bakery,+91 839-279-4649,"Outdoor Seating, AC, Home Delivery"
99 Pancakes,4.3,150,33,Nashik,Bakery,+91 928-120-2589,"Home Delivery, Outdoor Seating, AC, Live Music"
99 Pancakes,4.3,200,20,Kolhapur,Bakery,+91 863-911-5409,"AC, Outdoor Seating, WiFi"
99 Pancakes,4.3,200,23,Allahabad,Bakery,+91 888-353-8264,"AC, WiFi, Live Music, Takeaway Available"
99 Pancakes,4.5,100,38,Jabalpur,Bakery,+91 961-479-5467,"Takeaway Available, Parking, Live Music, WiFi"
99 Pancakes,4.5,200,34,Varanasi,Fast Food,+91 846-805-4783,"WiFi, AC"
99 Pizza,3.7,100,39,Mangalore,Street Food,+91 961-974-5379,"Live Music, Home Delivery"
99 Pizza,3.9,200,37,Vellore,Multicuisine,+91 850-575-9432,"Outdoor Seating, WiFi"
99 Pizza And More,3.8,150,48,Indore,Fast Food,+91 994-695-2300,"Takeaway Available, Parking"
99 Rotiwala,3.6,200,23,Bhopal,North Indian,+91 736-629-4034,"Parking, Home Delivery, Takeaway Available"
99 Rotiwala,3.6,200,37,Indore,North Indian,+91 720-473-4924,"AC, Takeaway Available, Parking"
99 Rotiwala,4,100,37,Indore,"North Indian, Biryani",+91 891-573-1593,"WiFi, Parking, Home Delivery, Outdoor Seating"
99 Rotiwala LIG,3.9,150,32,Indore,North Indian,+91 781-594-9172,"Takeaway Available, Home Delivery, Live Music"
99 Sabjiwala,3.4,100,43,Indore,"North Indian, Street Food",+91 737-637-2357,"WiFi, Takeaway Available, Home Delivery, Live Music"
99 Sweet Jars,4.1,200,21,Amritsar,Bakery,+91 832-672-7700,"Home Delivery, Outdoor Seating"
99 Tasty Food Hub,3.3,50,32,Ludhiana,"Fast Food, Street Food",+91 951-425-8753,"Outdoor Seating, WiFi"
99 Thali,3.1,150,37,Nagpur,North Indian,+91 866-133-2058,"Outdoor Seating, AC, Live Music, WiFi"
99 Trisha Foods,3.8,250,48,Indore,"North Indian, Street Food",+91 871-827-2718,"AC, Parking, Takeaway Available, WiFi"
99 Varieties Dosa & Pav Bhaji,3.7,150,56,Bangalore,"South Indian, Street Food",+91 890-234-8960,"Parking, Live Music"
99 Waffles,3.5,550,26,Mumbai,Multicuisine,+91 724-866-2943,"Takeaway Available, WiFi"
99 Wala By Qimbu,4.3,200,36,Nashik,Street Food,+91 947-851-5609,"Home Delivery, WiFi, Outdoor Seating"
9th Street,4.1,100,33,Bhubaneswar,"North Indian, Biryani",+91 891-613-7677,"AC, WiFi, Outdoor Seating, Live Music"
9th Street Hideaway Restro And Cafe,4.2,150,27,Bhubaneswar,"North Indian, Fast Food, Biryani",+91 892-208-1553,"Outdoor Seating, AC, Home Delivery, Takeaway Available"
A - One Momo!,4.4,250,30,Ranchi,Multicuisine,+91 741-541-5061,"Outdoor Seating, Parking, Home Delivery, WiFi"
A & C Burger Shoppee,4.1,500,37,Agra,Fast Food,+91 764-719-8938,"AC, Takeaway Available, Outdoor Seating"
A 1 bharit center,4.1,250,25,Jalgaon,Multicuisine,+91 739-414-7372,"WiFi, Live Music, AC, Takeaway Available"
A 2 Pizza,3.8,200,27,Dehradun,Fast Food,+91 726-244-3291,"Takeaway Available, AC"
A Balaji Santosh Dhaba,4.1,150,45,Hyderabad,"North Indian, Biryani",+91 794-219-5711,"Parking, Home Delivery"
A Cafe,3.1,150,32,Guntur,Fast Food,+91 877-998-8867,"Parking, Outdoor Seating, WiFi, Home Delivery"
A Ccream Corner,4,100,24,Kolhapur,Multicuisine,+91 792-402-3919,"Home Delivery, Parking"
A Dessert King,3.7,100,47,NCR,Bakery,+91 962-183-4640,"Home Delivery, WiFi"
A Gourmesserie,4.4,150,41,Ahmedabad,Bakery,+91 807-824-3143,"Parking, WiFi, Outdoor Seating, AC"
A Kit Kat Bakery,4.1,200,21,Vijayawada,"Fast Food, Bakery",+91 961-862-8355,"WiFi, Parking, Home Delivery"
A Lua Restaurant & Bar,4,100,31,Goa,North Indian,+91 726-600-8607,"Parking, Takeaway Available, Home Delivery, Live Music"
A Marron Burger,3.5,150,49,Ahmedabad,Fast Food,+91 757-204-8667,"Takeaway Available, Live Music"
A Metro Cuisine,3.8,250,56,Guwahati,"North Indian, Biryani",+91 746-882-9848,"Takeaway Available, WiFi, Home Delivery"
A One Bakery,2.6,200,24,Bareilly,Bakery,+91 968-298-4254,"Home Delivery, Parking"
A One Bakery,3.6,50,36,Udaipur,Bakery,+91 704-755-2484,"WiFi, Home Delivery, Takeaway Available, AC"
A One Bakery,4.2,50,29,Lucknow,"Fast Food, Bakery",+91 893-246-8637,"Home Delivery, Live Music, AC"
A One Bombay Biryani,4.1,150,38,Ahmedabad,"North Indian, Biryani",+91 873-739-9004,"Parking, Outdoor Seating, Takeaway Available"
A One Coco,3.7,100,32,Surat,Multicuisine,+91 885-616-4548,"WiFi, Live Music, Outdoor Seating"
A One Coco,4.6,450,29,Surat,Multicuisine,+91 897-250-9496,"AC, Home Delivery, Outdoor Seating"
A One Cold Coco & Juice Center,4,100,34,Surat,Multicuisine,+91 993-614-3781,"WiFi, Live Music, Outdoor Seating"
A One Cold Coco And Juice Corner,4,200,28,Surat,Multicuisine,+91 848-972-7459,"Parking, WiFi"
A One Fast Food,3,350,48,Agra,"North Indian, Street Food, Biryani",+91 765-642-4767,"Takeaway Available, Live Music"
A One Fry Center,3.5,400,22,Vadodara,North Indian,+91 855-475-6201,"Home Delivery, AC, Takeaway Available"
A One Hotel & Fast Food,3.4,100,49,Cuttack,North Indian,+91 803-138-8904,"AC, Outdoor Seating, Live Music"
A One Hotel & Restaurant,3.7,100,39,Kolkata,Biryani,+91 715-117-9101,"Takeaway Available, AC"
A One Muradabadi Chicken Biryani Corner,3.8,250,41,Patna,Biryani,+91 763-809-8983,"Live Music, Home Delivery, WiFi"
A One Parsi Food,4,150,38,Surat,Street Food,+91 911-294-9241,"Parking, Takeaway Available"
A Piece Of Cake,3.8,100,41,Pune,Bakery,+91 816-201-7882,"Parking, Takeaway Available"
A Pinch Of Salt,3.6,300,45,Indore,"North Indian, Fast Food, Biryani",+91 712-211-4740,"WiFi, Outdoor Seating"
A Pizzariya,3.2,150,34,Varanasi,Multicuisine,+91 798-342-4196,"Outdoor Seating, WiFi, Parking"
A S Food Corner,3.1,100,45,Meerut,North Indian,+91 748-406-2521,"Live Music, Home Delivery, WiFi"
A Silverr Oak,4,100,32,Kolhapur,North Indian,+91 947-222-2448,"AC, Takeaway Available, Live Music"
A Star Kitchen,4.3,100,17,Puducherry,Biryani,+91 965-429-9527,"Takeaway Available, Parking"
A Taste Of Home,4.5,200,43,Haridwar,"North Indian, Fast Food",+91 836-525-5197,"WiFi, Outdoor Seating, Takeaway Available"
A TO Z Burger Biryani And Paratha,3.5,200,25,Kota,Fast Food,+91 700-177-6058,"Outdoor Seating, Home Delivery, WiFi, AC"
A To Z Fast Food,3.6,250,38,Udaipur,Fast Food,+91 948-209-9748,"Takeaway Available, Live Music"
A To Z Food Corner,3.5,100,35,Jabalpur,Street Food,+91 719-616-6112,"AC, Home Delivery, Parking, Takeaway Available"
A To Z Palamudir Nilayam,4.1,200,22,Coimbatore,Multicuisine,+91 744-742-2789,"Takeaway Available, Parking"
A TO Z Pizza,3.8,150,27,Kota,"North Indian, Fast Food, Biryani",+91 985-536-1560,"Home Delivery, Parking"
A To Z Restaurant,3.3,100,28,Palakkad,"North Indian, Fast Food, Biryani",+91 730-833-2562,"Parking, Home Delivery"
A To Z Rolls,3.3,250,27,Kota,"North Indian, Fast Food, Biryani",+91 970-601-8131,"WiFi, Outdoor Seating, Takeaway Available"
A Vinis Bakery,3.6,250,33,Indore,Bakery,+91 922-743-7670,"Outdoor Seating, WiFi, Home Delivery, Takeaway Available"
A. J. Cool Bar,3.6,300,43,Tirunelveli,Fast Food,+91 954-251-5015,"Takeaway Available, Parking, Live Music, Home Delivery"
A.M Biriyani,4.1,150,29,Trichy,Biryani,+91 826-685-8752,"Home Delivery, WiFi, Outdoor Seating"
A.P.S Chat,3.8,150,56,Chennai,Street Food,+91 990-976-3127,"Outdoor Seating, WiFi"
A.R Modern Rythu Chicken Bazar,4.1,50,30,Warangal,"North Indian, Biryani",+91 812-271-4122,"Parking, Takeaway Available, WiFi"
A.R. Biryani Point,4.4,300,18,Guntur,Biryani,+91 917-404-5230,"Parking, Takeaway Available, Home Delivery"
A.R.C Sasi's Chat & More,3.6,150,31,Coimbatore,"North Indian, Fast Food, Biryani",+91 710-193-7514,"Home Delivery, Parking, WiFi"
A.S.I.N Kitchen,4.3,100,46,Goa,Fast Food,+91 919-479-7043,"AC, Outdoor Seating"
A1 Ambur Briyani & Kababs,3.8,200,42,Chennai,Biryani,+91 804-811-8344,"AC, Live Music, Outdoor Seating"
A-1 Amlet,4.3,250,28,Rajkot,"North Indian, Street Food",+91 882-589-8550,"AC, Parking, WiFi"
A1 Biryani,3.7,100,28,Coimbatore,Biryani,+91 787-505-4228,"WiFi, Outdoor Seating, Takeaway Available, Home Delivery"
A1 Bombay Vada Pav,3.6,200,24,Surat,"Fast Food, Street Food",+91 757-665-1363,"AC, Takeaway Available, Outdoor Seating, Live Music"
A1 Chicken Pakoda Point,4.3,250,26,Hyderabad,"North Indian, Biryani",+91 890-638-2246,"Outdoor Seating, AC"
A1 Chilli 65 Fast Food Center,4.2,150,43,Coimbatore,"Fast Food, Biryani",+91 742-963-4061,"Live Music, Outdoor Seating, Home Delivery, AC"
A1 Chips,4.2,200,45,Chennai,Street Food,+91 928-606-3085,"AC, Takeaway Available, Home Delivery, Live Music"
A1 Desserts,3.5,100,29,Warangal,Bakery,+91 997-549-3219,"Takeaway Available, WiFi"
A1 Family Restaurant,4,450,39,Nellore,"South Indian, North Indian, Biryani",+91 853-558-5395,"Home Delivery, AC, Takeaway Available"
A1 Fast Food,3.7,100,40,Bareilly,Fast Food,+91 865-836-9812,"Home Delivery, Outdoor Seating, Live Music, WiFi"
A-1 Foods,4,250,32,Amritsar,North Indian,+91 927-199-9642,"Outdoor Seating, WiFi"
A1 Foods Cake Factory,4.3,150,22,Warangal,Bakery,+91 705-978-3848,"Live Music, AC, Parking"
A1 Haji Biryani,3.8,100,29,Siliguri,Biryani,+91 705-345-3182,"Live Music, Home Delivery"
A1 Haji Fast Food Centre,3.9,100,43,Kolkata,"North Indian, Fast Food, Biryani",+91 716-450-4906,"Live Music, Parking, Takeaway Available, Outdoor Seating"
A1 Hotels,3.8,200,17,Trichy,"South Indian, North Indian",+91 971-754-1336,"Takeaway Available, Parking, Outdoor Seating"
A1 Misal House,3.9,300,32,Jalgaon,Fast Food,+91 960-913-4456,"Home Delivery, Takeaway Available"
A1 Momos,3.9,150,34,Madurai,Multicuisine,+91 700-439-9669,"Parking, Live Music"
A1 Momo's,4,200,24,Madurai,Multicuisine,+91 776-428-6268,"Takeaway Available, Home Delivery, Parking"
A1 Pakoda House,4.1,100,33,Hyderabad,"Fast Food, Biryani",+91 978-349-2652,"Live Music, Takeaway Available"
A1 Parotha,4.4,150,33,Ahmedabad,North Indian,+91 879-500-7618,"Takeaway Available, Outdoor Seating"
A1 Parotta Stall,4,150,23,Tirunelveli,"South Indian, Fast Food",+91 959-815-3425,"WiFi, AC"
A1 Pulkha Point And Chinese,2.9,200,25,Vijayawada,North Indian,+91 997-567-1018,"Parking, WiFi, Home Delivery, AC"
A1 Quality Falooda,3.6,150,25,Vijayawada,Multicuisine,+91 985-530-1918,"Live Music, AC, Parking"
A1 Samosa,4.4,300,25,Mumbai,Street Food,+91 728-105-1736,"AC, WiFi, Outdoor Seating"
A-1 Super Dabeli And Panipuri Centre,4.1,100,26,Jalgaon,Street Food,+91 768-410-1341,"Home Delivery, Outdoor Seating"
A2 Fast Food,3.9,250,39,Hyderabad,North Indian,+91 821-531-4774,"Home Delivery, AC, Outdoor Seating, Parking"
A2B - Adyar Ananda Bhavan,4,100,34,Nellore,"South Indian, North Indian, Street Food",+91 947-628-9066,"WiFi, Outdoor Seating, Takeaway Available, Home Delivery"
A2B - Adyar Ananda Bhavan,4.1,150,46,Trichy,"South Indian, Fast Food, Street Food",+91 970-666-9463,"Takeaway Available, Outdoor Seating, Home Delivery, AC"
A2B - Adyar Ananda Bhavan,4.2,100,18,Chennai,"South Indian, North Indian, Fast Food, Street Food",+91 859-958-2678,"Takeaway Available, Live Music"
A2B - Adyar Ananda Bhavan,4.2,200,22,Puducherry,"South Indian, North Indian, Fast Food",+91 771-938-9190,"Live Music, Parking, Takeaway Available"
A2B - Adyar Ananda Bhavan,4.2,300,27,Bangalore,"South Indian, North Indian, Street Food, Biryani",+91 727-411-6378,"Parking, Home Delivery, WiFi"
A2B - Adyar Ananda Bhavan,4.3,100,27,Coimbatore,"South Indian, North Indian, Fast Food, Street Food",+91 774-687-7029,"Home Delivery, Parking, Takeaway Available, WiFi"
A2B - Adyar Ananda Bhavan,4.3,150,19,Madurai,South Indian,+91 725-223-1041,"Outdoor Seating, Takeaway Available"
A2B - Adyar Ananda Bhavan,4.3,150,21,Chennai,"South Indian, North Indian, Fast Food",+91 982-340-8423,"AC, Live Music, Outdoor Seating, Home Delivery"
A2B Aniram's Aahar Bhavan,4,100,19,Jamshedpur,"South Indian, North Indian",+91 722-228-7567,"Parking, Home Delivery, Takeaway Available"
A3 Eggless Fresh Cakes,4.3,100,26,Kanpur,Bakery,+91 851-754-8191,"Live Music, Home Delivery, Parking, Takeaway Available"
A9 Baker's & Cafe,4,300,32,Meerut,Fast Food,+91 822-151-2857,"Takeaway Available, WiFi"
A9 Kitchen's,3.5,450,34,Raipur,"South Indian, North Indian, Fast Food, Biryani",+91 945-426-2361,"Live Music, AC, WiFi, Takeaway Available"
Aab O Dana Red Chillies,3.9,150,23,Bareilly,North Indian,+91 871-346-5201,"Home Delivery, AC, Takeaway Available"
Aachi Chettinadu Hotel,3.9,150,22,Madurai,South Indian,+91 802-191-1520,"Live Music, Parking, Takeaway Available"
Aachman,4.2,250,33,Lucknow,"North Indian, Fast Food",+91 784-679-6789,"Home Delivery, WiFi, AC, Outdoor Seating"
Aacho Bhau,3.1,50,57,Indore,"Fast Food, Street Food",+91 794-171-9026,"Outdoor Seating, Parking, Home Delivery, Takeaway Available"
Aadab Biryani,4,150,22,Goa,"North Indian, Biryani",+91 989-125-5210,"Takeaway Available, Home Delivery, WiFi, Parking"
Aadat Chai Cafe,4.1,150,51,NCR,"Fast Food, Street Food",+91 823-767-1605,"Outdoor Seating, AC, Parking"
Aadi Bangali,4.2,100,32,Kolkata,Multicuisine,+91 748-380-6280,"AC, WiFi, Takeaway Available, Home Delivery"
Aadis Eat & Greet,4,100,38,Patiala,"North Indian, Fast Food",+91 805-687-3121,"Takeaway Available, Home Delivery, Outdoor Seating, Parking"
Aadi's Kitchen,3.6,150,25,Belgaum,"South Indian, Street Food",+91 853-105-6675,"Live Music, Takeaway Available, Parking, AC"
Aagaaram,3.6,150,33,Coimbatore,"North Indian, Biryani",+91 722-936-2440,"Takeaway Available, Live Music"
Aagaaram Cafe,4.1,150,34,Coimbatore,"South Indian, North Indian, Fast Food, Street Food, Biryani",+91 845-984-3062,"AC, Home Delivery, WiFi, Takeaway Available"
Aah Haa Pizza,2.9,100,32,Dhanbad,Multicuisine,+91 832-670-2325,"Live Music, AC, Takeaway Available, Parking"
Aaha Family Restaurant,2.9,150,31,Vijayawada,Biryani,+91 700-521-4636,"Parking, Takeaway Available, Live Music, WiFi"
Aahaar Fast Food Court & Restaurant,3.8,150,42,Varanasi,"South Indian, North Indian, Fast Food",+91 936-942-5413,"Outdoor Seating, Home Delivery, Takeaway Available, Parking"
Àahaar Multi Cuisine Restaurant,3,150,17,Vijayawada,South Indian,+91 748-577-4371,"AC, Outdoor Seating, WiFi"
Aahar,3.9,100,31,Lucknow,"North Indian, Fast Food",+91 792-636-6302,"Live Music, Outdoor Seating, Takeaway Available"
Aahar,4.1,50,22,Kota,North Indian,+91 984-578-7899,"AC, Outdoor Seating, Takeaway Available"
Aahar,4.2,150,35,Agra,"South Indian, North Indian, Bakery",+91 955-900-5294,"Outdoor Seating, AC, WiFi"
Aahar Bhojnalaya,3.4,100,44,Patna,"North Indian, Fast Food",+91 803-562-2656,"Takeaway Available, Parking, WiFi, AC"
Aahar Punjabi Dhaba,3.5,150,20,Vellore,North Indian,+91 910-463-5997,"Home Delivery, Parking, Takeaway Available, Live Music"
Aahar Restaurant,4.1,150,45,Kolkata,"North Indian, Biryani",+91 782-805-4582,"WiFi, Outdoor Seating"
Aahar Restaurant,4.2,150,42,Nagpur,"South Indian, Street Food",+91 948-937-8426,"WiFi, Takeaway Available"
Aahar Restaurant (Unit of Lokenath Caterer),4,200,28,Durgapur,"North Indian, Biryani",+91 750-786-8587,"Live Music, Outdoor Seating, Home Delivery, Takeaway Available"
Aahar Snacks Parlour,3.6,150,48,Surat,"South Indian, Fast Food, Street Food",+91 924-390-8100,"Home Delivery, Parking"
Aahar The Rail Coach Restaurant,3.8,200,21,Amravati,"South Indian, North Indian, Fast Food, Street Food",+91 922-889-1920,"Home Delivery, WiFi, Takeaway Available"
Aahar Veg Family Restaurant,3.8,300,25,Jamshedpur,"South Indian, North Indian",+91 972-716-4255,"AC, Live Music"
Aahar Vihar,4.2,100,33,Allahabad,"North Indian, Biryani",+91 942-969-6917,"Takeaway Available, Outdoor Seating, Parking"
Aahare Kolkata,4.2,200,58,Mumbai,North Indian,+91 879-179-4349,"Live Music, Parking, Home Delivery"
Aaheli - The Peerless Inn,4,250,42,Kolkata,Multicuisine,+91 885-716-4690,"Takeaway Available, Outdoor Seating, Home Delivery"
Aaheli Express- The Peerless Inn,4.1,100,45,Durgapur,Bakery,+91 807-947-1186,"WiFi, Live Music, Parking, AC"
Aaheli Fresh Foods,4,150,53,Siliguri,"Fast Food, Street Food, Biryani",+91 958-805-7217,"AC, Live Music, Takeaway Available, Home Delivery"
Aai Chinese,3.8,100,22,Jalgaon,Multicuisine,+91 789-655-9892,"Live Music, Outdoor Seating, Parking"
Aai Chya Hatache,3.9,150,34,Nashik,Multicuisine,+91 958-464-9717,"Takeaway Available, Parking, Live Music, AC"
Aaicha Swayampak Maharashtrian Restaurant,4,100,36,Nagpur,North Indian,+91 759-644-9992,"Live Music, AC"
Aaichi Athvan Parcel Point,3.6,300,43,Nashik,Multicuisine,+91 955-570-8477,"Live Music, AC"
Aaichi Shidori 24*7,4.1,150,54,Nagpur,North Indian,+91 829-141-1186,"Outdoor Seating, Parking"
Aaiye Jnaab Khaiye,3.8,100,39,Haridwar,"North Indian, Fast Food",+91 895-516-2300,"Outdoor Seating, WiFi"
Aakash Hotel,3.6,100,33,Siliguri,North Indian,+91 802-204-9107,"WiFi, Outdoor Seating, Takeaway Available"
Aakash Sweets Namkeen & Fastfood,4,50,41,Rajkot,Multicuisine,+91 975-575-2264,"Live Music, Takeaway Available"
Aala Biryani,3.8,100,52,Kolkata,"North Indian, Biryani",+91 824-637-2451,"Home Delivery, WiFi, Takeaway Available, AC"
Aali Re Thali,4.2,100,29,Lucknow,North Indian,+91 989-419-6384,"Parking, AC"
Aalishan Pan and Parlour,4.1,100,23,Bhavnagar,Street Food,+91 758-948-3848,"Parking, WiFi, AC"
Aalishan Restaurant,3.9,300,27,Kolkata,"North Indian, Biryani",+91 783-712-8554,"WiFi, Outdoor Seating"
Aama Ko Kitchen,3.6,10,38,NCR,Fast Food,+91 819-500-1072,"AC, Parking"
